Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,female,vegan,less frequently,coal,private,lpg,often,221,never,7074,extra large,4,17,8,8,Yes,"['Paper', 'Glass']",['Stove'],2783
obese,male,omnivore,more frequently,natural gas,private,hybrid,often,285,never,6068,small,3,21,30,3,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3281
overweight,female,omnivore,daily,wood,private,lpg,never,90,rarely,9950,large,7,21,45,5,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",5029
overweight,male,pescatarian,less frequently,coal,private,lpg,never,155,very frequently,3811,medium,6,9,49,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",4594
underweight,male,omnivore,daily,electricity,private,petrol,often,200,rarely,2915,large,7,11,45,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",3071
normal,female,vegetarian,less frequently,natural gas,private,electric,never,297,never,4763,small,2,2,40,18,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1024
normal,female,vegetarian,more frequently,natural gas,private,electric,never,256,frequently,3940,extra large,4,3,34,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1875
obese,female,pescatarian,daily,wood,private,diesel,sometimes,140,frequently,3689,medium,6,7,37,21,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3231
underweight,female,pescatarian,more frequently,wood,private,diesel,often,63,frequently,278,large,1,20,4,21,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1436
underweight,female,vegetarian,twice a day,coal,private,diesel,often,140,frequently,4623,small,5,7,18,0,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",2598
underweight,male,vegan,daily,natural gas,private,diesel,sometimes,137,never,4272,extra large,4,0,36,10,No,['Paper'],"['Stove', 'Microwave']",2539
underweight,female,vegetarian,twice a day,coal,private,lpg,often,202,very frequently,1274,medium,1,9,21,18,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2562
underweight,female,vegan,twice a day,coal,private,hybrid,often,272,frequently,3946,small,5,19,4,13,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2112
overweight,female,pescatarian,less frequently,coal,private,diesel,often,278,rarely,3870,medium,2,12,12,7,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2489
normal,female,omnivore,twice a day,coal,private,petrol,sometimes,164,very frequently,1616,small,7,13,22,10,Sometimes,"['Paper', 'Plastic']",['Oven'],3077
overweight,female,vegan,less frequently,natural gas,private,diesel,often,145,frequently,6098,extra large,1,20,50,14,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",3523
underweight,male,vegetarian,daily,natural gas,private,hybrid,often,246,rarely,6117,small,2,14,41,16,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2376
obese,male,vegan,more frequently,electricity,private,electric,often,289,frequently,9901,medium,3,24,3,9,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1786
normal,male,omnivore,more frequently,electricity,private,electric,often,111,rarely,5931,medium,7,3,17,16,No,"['Paper', 'Plastic', 'Metal']",[],1307
overweight,male,pescatarian,daily,coal,private,petrol,often,111,never,681,small,6,0,46,15,Sometimes,['Glass'],['Stove'],2334
obese,female,pescatarian,daily,coal,private,lpg,often,241,frequently,9795,small,2,20,13,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",4711
obese,male,vegan,more frequently,wood,private,petrol,never,237,never,1861,small,5,9,48,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2226
underweight,male,vegetarian,twice a day,natural gas,private,electric,sometimes,248,frequently,5284,medium,5,3,34,3,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2232
overweight,female,omnivore,twice a day,wood,private,diesel,never,223,frequently,74,extra large,5,24,20,24,Yes,['Plastic'],['Oven'],2543
obese,male,omnivore,less frequently,natural gas,private,lpg,often,253,never,5105,large,6,15,25,16,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",3813
normal,male,omnivore,less frequently,coal,private,diesel,never,208,frequently,5097,medium,2,16,36,11,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],3425
overweight,male,omnivore,twice a day,electricity,private,hybrid,often,203,very frequently,3557,extra large,4,17,50,3,Yes,"['Paper', 'Plastic']",['Oven'],4127
underweight,male,vegan,daily,wood,private,petrol,sometimes,181,never,7501,extra large,3,15,43,21,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4059
normal,male,vegetarian,more frequently,coal,private,diesel,often,278,frequently,7316,medium,7,18,47,22,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4914
overweight,female,pescatarian,daily,natural gas,private,electric,never,63,rarely,5729,large,1,17,44,1,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1313
underweight,male,vegetarian,twice a day,electricity,private,lpg,never,129,rarely,8238,large,2,10,28,22,Yes,['Metal'],"['Stove', 'Oven']",3407
overweight,male,vegan,more frequently,coal,private,lpg,often,81,frequently,8787,small,7,23,50,15,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],5145
underweight,male,vegetarian,twice a day,electricity,private,electric,often,101,never,4686,medium,1,15,24,3,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",745
underweight,male,pescatarian,less frequently,natural gas,private,electric,never,73,rarely,1701,small,2,1,26,13,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1224
obese,female,omnivore,more frequently,electricity,private,electric,never,243,rarely,5048,medium,7,5,42,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1683
overweight,female,vegan,daily,wood,private,petrol,often,115,very frequently,1869,large,2,20,50,13,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",3688
normal,male,vegetarian,more frequently,wood,private,electric,often,150,very frequently,5470,medium,3,14,15,11,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2553
overweight,male,pescatarian,less frequently,natural gas,private,diesel,sometimes,227,never,6989,extra large,3,19,35,24,Sometimes,"['Paper', 'Plastic']",['Oven'],3679
normal,female,vegetarian,less frequently,coal,private,petrol,never,242,never,1901,extra large,1,10,16,16,Sometimes,"['Plastic', 'Glass']",['Stove'],1651
underweight,female,vegetarian,more frequently,coal,private,diesel,never,264,very frequently,1750,small,5,17,50,22,No,"['Paper', 'Plastic']",[],2808
normal,female,omnivore,daily,coal,private,diesel,often,143,never,8855,large,5,2,45,22,Sometimes,[],"['Stove', 'Oven']",4068
overweight,male,vegan,more frequently,electricity,private,lpg,never,253,never,7141,small,6,18,12,10,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3007
underweight,male,vegetarian,daily,wood,private,lpg,never,180,frequently,9440,small,4,14,12,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",3789
underweight,male,pescatarian,twice a day,natural gas,private,electric,never,88,rarely,5165,extra large,1,13,18,17,Yes,"['Plastic', 'Glass']",['Stove'],1124
obese,male,pescatarian,more frequently,electricity,private,hybrid,often,248,never,1638,small,6,8,27,13,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1847
overweight,female,vegan,more frequently,wood,private,electric,often,113,never,1477,large,5,21,47,2,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1537
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,75,never,3212,medium,2,20,48,20,No,"['Glass', 'Metal']","['Stove', 'Microwave']",2590
overweight,female,vegetarian,more frequently,electricity,private,diesel,often,143,rarely,2222,large,4,20,39,1,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],1892
obese,female,vegetarian,daily,coal,private,diesel,often,78,frequently,2028,small,7,20,43,22,No,['Metal'],"['Stove', 'Oven', 'Microwave']",3086
normal,male,pescatarian,daily,electricity,private,petrol,often,274,frequently,9543,medium,4,8,0,0,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",5147
overweight,male,pescatarian,less frequently,electricity,private,diesel,sometimes,61,very frequently,4339,large,6,10,20,14,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",3919
normal,male,vegetarian,twice a day,coal,private,lpg,sometimes,270,never,8076,extra large,6,10,43,9,No,['Paper'],['Stove'],4672
normal,male,vegan,more frequently,wood,private,petrol,often,175,never,6589,extra large,7,23,46,14,No,['Paper'],['Stove'],4952
normal,male,vegan,less frequently,natural gas,private,lpg,often,184,rarely,9930,extra large,4,14,15,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4167
obese,male,pescatarian,less frequently,wood,private,petrol,never,273,frequently,2276,small,1,23,24,12,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],2861
obese,female,pescatarian,twice a day,natural gas,private,petrol,often,159,rarely,7056,large,5,23,43,10,Sometimes,['Glass'],"['Grill', 'Airfryer']",5023
overweight,male,pescatarian,less frequently,coal,private,diesel,often,284,rarely,9156,extra large,2,0,40,16,No,[],['Oven'],4749
underweight,female,vegan,twice a day,wood,private,hybrid,never,63,never,7569,medium,7,0,39,23,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2147
normal,female,vegan,more frequently,natural gas,private,petrol,often,292,never,3550,extra large,5,19,36,18,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2752
normal,male,pescatarian,more frequently,coal,private,lpg,often,261,never,7467,extra large,2,6,38,18,Yes,['Glass'],"['Stove', 'Oven']",4115
overweight,female,omnivore,daily,coal,private,diesel,never,210,never,7459,extra large,4,2,7,20,Yes,"['Glass', 'Metal']",['Stove'],3445
obese,male,vegetarian,daily,natural gas,private,petrol,never,168,rarely,28,extra large,3,3,34,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1719
underweight,female,vegetarian,twice a day,wood,private,hybrid,often,82,very frequently,1334,large,6,12,24,11,Sometimes,"['Paper', 'Plastic', 'Glass']",[],2444
overweight,female,omnivore,more frequently,electricity,private,petrol,often,259,never,723,extra large,5,17,4,7,Sometimes,[],['Microwave'],1880
overweight,male,vegetarian,daily,coal,private,petrol,often,237,rarely,7831,extra large,6,20,37,17,Sometimes,"['Plastic', 'Glass', 'Metal']",[],5880
underweight,female,pescatarian,less frequently,electricity,private,electric,never,245,rarely,5264,large,1,19,16,0,Sometimes,['Glass'],"['Grill', 'Airfryer']",836
obese,male,pescatarian,more frequently,natural gas,private,petrol,never,226,very frequently,4368,medium,4,10,30,17,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",5303
normal,male,vegetarian,twice a day,natural gas,private,diesel,sometimes,158,rarely,6369,medium,3,12,26,5,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2705
normal,female,vegan,more frequently,coal,private,electric,often,91,very frequently,5320,extra large,7,20,42,5,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",3085
obese,male,vegetarian,less frequently,electricity,private,hybrid,sometimes,109,never,7452,large,5,10,39,20,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3255
underweight,male,pescatarian,less frequently,natural gas,private,hybrid,sometimes,122,very frequently,3077,medium,5,16,8,3,Yes,['Metal'],"['Stove', 'Oven']",2728
obese,male,pescatarian,less frequently,coal,private,hybrid,never,212,very frequently,1171,extra large,6,19,37,3,Sometimes,['Paper'],['Stove'],4324
overweight,male,omnivore,twice a day,electricity,private,lpg,sometimes,298,very frequently,8697,large,4,23,32,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",5808
overweight,female,vegan,daily,coal,private,petrol,sometimes,135,frequently,9604,extra large,3,19,6,0,No,['Plastic'],"['Stove', 'Microwave']",5307
overweight,female,omnivore,less frequently,coal,private,hybrid,never,109,very frequently,4450,medium,1,0,18,11,Sometimes,"['Plastic', 'Glass']",[],3255
underweight,male,vegan,daily,wood,private,petrol,never,215,never,9846,large,1,15,21,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",4335
obese,male,vegan,daily,natural gas,private,lpg,never,260,never,2822,large,1,21,10,22,Sometimes,"['Glass', 'Metal']",['Stove'],2023
underweight,female,omnivore,more frequently,electricity,private,petrol,never,121,never,5401,small,1,16,8,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2063
overweight,female,vegan,daily,wood,private,electric,never,108,very frequently,2701,extra large,1,22,11,12,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2099
normal,male,pescatarian,more frequently,wood,private,electric,sometimes,242,frequently,2509,extra large,2,20,11,4,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1789
underweight,female,vegetarian,twice a day,wood,private,electric,never,145,frequently,379,large,7,14,10,16,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1602
underweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,116,never,3768,medium,2,20,13,1,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2467
normal,female,vegetarian,twice a day,electricity,private,petrol,sometimes,171,rarely,8554,extra large,6,13,7,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4076
underweight,male,omnivore,less frequently,wood,private,diesel,sometimes,65,rarely,4224,extra large,6,1,41,23,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2909
underweight,female,omnivore,less frequently,natural gas,private,lpg,sometimes,233,never,5513,extra large,3,22,42,24,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2591
normal,male,omnivore,daily,natural gas,private,petrol,often,267,very frequently,7916,extra large,7,20,17,9,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave'],6498
underweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,205,frequently,2458,extra large,2,14,25,23,No,['Paper'],[],2322
normal,female,pescatarian,more frequently,wood,private,lpg,sometimes,285,frequently,389,extra large,1,21,33,11,Yes,[],"['Stove', 'Oven', 'Microwave']",1971
underweight,female,vegan,daily,natural gas,private,hybrid,often,118,frequently,3326,small,1,0,5,5,Yes,[],['Stove'],1663
obese,female,vegetarian,daily,coal,private,electric,never,192,never,6395,extra large,4,4,22,3,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1585
underweight,female,pescatarian,daily,electricity,private,petrol,sometimes,164,rarely,1884,medium,4,21,46,10,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1861
normal,female,vegan,twice a day,wood,private,hybrid,often,225,never,8268,extra large,3,20,5,8,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2188
underweight,male,vegetarian,less frequently,natural gas,private,petrol,never,129,rarely,1877,large,5,2,13,15,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2054
obese,female,pescatarian,daily,natural gas,private,lpg,often,99,very frequently,6558,large,6,16,18,10,No,"['Plastic', 'Metal']",[],4773
underweight,female,vegetarian,twice a day,natural gas,private,lpg,often,128,rarely,1670,large,4,20,13,5,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1765
obese,female,pescatarian,more frequently,electricity,private,diesel,often,252,rarely,9362,medium,5,18,31,11,Sometimes,"['Paper', 'Plastic']",['Microwave'],3978
obese,female,omnivore,more frequently,wood,private,diesel,never,88,very frequently,708,large,3,21,14,22,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2820
overweight,male,vegan,daily,natural gas,private,lpg,sometimes,103,rarely,2348,extra large,3,13,20,3,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2058
normal,male,pescatarian,twice a day,electricity,private,petrol,never,281,never,6134,large,1,6,12,3,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2982
normal,female,pescatarian,less frequently,coal,private,electric,sometimes,260,very frequently,3807,extra large,5,24,46,21,No,['Paper'],"['Grill', 'Airfryer']",3313
underweight,female,pescatarian,less frequently,coal,private,diesel,often,216,never,3149,medium,2,24,17,3,No,['Paper'],"['Stove', 'Oven']",1828
obese,female,vegetarian,more frequently,electricity,private,lpg,often,110,very frequently,1473,extra large,1,14,46,15,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",3020
underweight,female,vegan,more frequently,natural gas,private,lpg,never,83,rarely,207,large,3,18,35,17,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1460
overweight,male,pescatarian,more frequently,coal,private,petrol,never,70,frequently,3535,extra large,4,12,50,17,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",4211
overweight,male,omnivore,twice a day,coal,private,electric,never,188,rarely,7505,medium,4,22,25,24,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1947
underweight,female,pescatarian,less frequently,natural gas,private,diesel,sometimes,117,rarely,7443,medium,7,1,21,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2641
overweight,male,pescatarian,twice a day,electricity,private,diesel,sometimes,246,never,3452,small,4,17,28,4,Sometimes,"['Plastic', 'Metal']",['Oven'],2057
underweight,female,pescatarian,less frequently,coal,private,petrol,never,285,never,1380,extra large,6,6,43,16,Sometimes,['Paper'],['Oven'],2435
obese,female,vegan,less frequently,electricity,private,petrol,sometimes,180,frequently,410,extra large,5,4,16,17,Yes,['Plastic'],"['Oven', 'Microwave']",2239
underweight,male,omnivore,twice a day,natural gas,private,diesel,sometimes,283,frequently,3583,large,6,14,13,23,Sometimes,"['Paper', 'Plastic']",['Microwave'],3067
underweight,female,vegan,twice a day,coal,private,petrol,often,279,rarely,2932,small,3,8,29,18,Sometimes,"['Plastic', 'Metal']",['Microwave'],2347
normal,female,omnivore,more frequently,coal,private,electric,never,245,very frequently,8174,extra large,2,11,6,23,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",2467
underweight,female,omnivore,more frequently,coal,private,hybrid,sometimes,266,frequently,8387,small,1,11,47,15,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",3160
